experiment,executable,implementation,n,nz,mode,threads,repetition,time_s,sequential_time_s,speedup,rayleigh,reference_rayleigh,rayleigh_abs_error,checksum,returncode
speedup,thread,thread,500000,20000000,irregular,8,1,8.161066,45.04614333333333,5.519639632044801,4.223260535478246,4.223260535478325,7.815970093361102e-14,0x160c9f3e7f29733f,0
speedup,thread,thread,500000,20000000,irregular,8,2,8.146685,45.04614333333333,5.529383219473115,4.223260535478247,4.223260535478325,7.72715225139109e-14,0x15960d942d609d39,0
speedup,thread,thread,500000,20000000,irregular,8,3,8.182567,45.04614333333333,5.505135898469677,4.223260535478237,4.223260535478325,8.79296635503124e-14,0xe54503054cda37de,0
speedup,openmp,openmp,500000,20000000,irregular,8,1,9.726794,45.04614333333333,4.631139852795622,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0xb297b06f0db66f77,0
speedup,openmp,openmp,500000,20000000,irregular,8,2,9.753648,45.04614333333333,4.6183892768462975,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0xb297b06f0db66f77,0
speedup,openmp,openmp,500000,20000000,irregular,8,3,9.748373,45.04614333333333,4.620888360891949,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0xb297b06f0db66f77,0
