experiment,executable,ranks,threads,n,nz,mode,repetition,time_s,sequential_time_s,speedup,rayleigh,reference_rayleigh,rayleigh_error,returncode
speedup,mpi_omp,1,4,500000,20000000,irregular,1,45.496718,44.78340666666667,0.9843216969335385,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,1,4,500000,20000000,irregular,2,45.513529,44.78340666666667,0.9839581252129816,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,1,4,500000,20000000,irregular,3,45.506533,44.78340666666667,0.9841093951645729,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,2,4,500000,20000000,irregular,1,27.204382,44.78340666666667,1.6461835694950422,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,2,4,500000,20000000,irregular,2,27.199525,44.78340666666667,1.6464775273342704,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,2,4,500000,20000000,irregular,3,27.250208,44.78340666666667,1.6434152233504666,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,4,4,500000,20000000,irregular,1,19.98502,44.78340666666667,2.240848729031378,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,4,4,500000,20000000,irregular,2,22.558941,44.78340666666667,1.9851732697322393,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
speedup,mpi_omp,4,4,500000,20000000,irregular,3,22.694015,44.78340666666667,1.973357586423851,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
