experiment,executable,ranks,threads,n,nz,mode,phase,repetition,time_s,rayleigh,reference_rayleigh,rayleigh_error,returncode
phases,mpi_omp,2,4,500000,20000000,irregular,global_normalize,2,1.180347,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,computation,3,37.230603,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,global_spmv,3,32.870835,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,global_epoch,3,2e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,global_comm,3,11.407566,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,global_rotate,3,2.005682,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,2,4,500000,20000000,irregular,global_normalize,3,1.120381,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,computation,1,19.008961,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_spmv,1,15.301352,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_epoch,1,2e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_comm,1,1.963366,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_rotate,1,1.808431,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_normalize,1,0.419749,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,computation,2,22.333793,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_spmv,2,18.628306,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_epoch,2,2e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_comm,2,5.79483,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_rotate,2,1.811276,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_normalize,2,0.418152,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,computation,3,22.326656,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_spmv,3,18.664386,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_epoch,3,5e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_comm,3,5.610185,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_rotate,3,1.809108,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,2,500000,20000000,irregular,global_normalize,3,0.414909,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,computation,1,23.205075,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_spmv,1,18.233779,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_epoch,1,2e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_comm,1,5.754168,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_rotate,1,2.073927,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_normalize,1,1.28969,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,computation,2,23.327957,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_spmv,2,18.362214,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_epoch,2,2e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_comm,2,6.166768,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_rotate,2,2.103523,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_normalize,2,1.207617,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,computation,3,20.108981,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_spmv,3,15.153427,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_epoch,3,3e-06,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_comm,3,2.591388,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_rotate,3,2.044362,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
phases,mpi_omp,4,4,500000,20000000,irregular,global_normalize,3,1.217145,4.223260535478213,4.223260535478325,1.1191048088221578e-13,0
